Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight
FTW98FA273,06/17/1998,"DENVER, CO",United States,39.7392358,-104.990251,DEN,DENVER INTERNATIONAL,Non-Fatal,Substantial,N364UA,Boeing,737,SCHD,,0,0,70,VMC,TAXI
FTW95IA083,01/01/1995,"HOUSTON, TX",United States,29.7604267,-95.3698028,,,Incident,,N326SW,Boeing,737,SCHD,,0,0,66,VMC,APPROACH
NYC96IA022,11/02/1995,"PORTLAND, ME",United States,43.6590993,-70.2568189,PWM,PORTLAND INT'L JETPORT,Incident,Minor,N373US,Boeing,737,SCHD,,0,0,62,IMC,TAKEOFF
MIA95IA187,07/18/1995,"ORLANDO, FL",United States,28.5383355,-81.3792365,,,Incident,,N390US,Boeing,737,SCHD,,0,0,120,VMC,DESCENT
FTW95IA348,08/18/1995,"LUBBOCK, TX",United States,33.5778631,-101.8551665,LBB,LUBBOCK INTERNATIONAL,Incident,Minor,N309SW,Boeing,737,SCHD,,0,0,114,VMC,TAKEOFF
DCA00WA018,01/02/2000,"AMSTERDAM, Netherlands",Netherlands,52.3675734,4.9041389,,,Incident,Minor,,Boeing,737,NSCH,,0,0,143,UNK,
DCA98WA065,06/20/1998,"MARSEILLES, France",France,43.296482,5.36978,,,Incident,,,Boeing,737,SCHD,,0,0,0,UNK,
DCA00WA042,04/18/2000,"BRISBANE, Australia",Australia,-27.4704528,153.0260341,,,Incident,,,Boeing,737,SCHD,,0,0,,VMC,
DCA98WA070,07/02/1998,"BRAZIL, Brazil",Brazil,-14.235004,-51.92528,,,Incident,,,Boeing,737,SCHD,,0,0,5,UNK,
MIA97WA069,01/18/1997,"ARUBA, Aruba",Aruba,12.52111,-69.968338,,,Non-Fatal,Minor,,Boeing,737,NSCH,,0,1,156,VMC,
ANC97LA015,12/22/1996,"YAKUTAT, AK",United States,59.5469444,-139.7272223,,,Non-Fatal,,N775AS,Boeing,737,SCHD,,0,2,39,VMC,CRUISE
NYC00LA267,09/15/2000,"FLUSHING, NY",United States,40.7674987,-73.833079,LGA,LA GUARDIA,Non-Fatal,Substantial,N461PR,Boeing,737,SCHD,,0,0,58,VMC,TAXI
LAX97IA161,04/16/1997,"RIALTO, CA",United States,34.1064001,-117.3703235,,,Incident,,N930UA,Boeing,737,SCHD,,0,0,99,VMC,APPROACH
LAX97LA051,11/19/1996,"BISHOP, CA",United States,37.3614238,-118.3996636,,,Non-Fatal,,N916UA,Boeing,737,SCHD,,0,1,112,VMC,CRUISE
NYC95IA114B,05/19/1995,"NEWARK, NJ",United States,40.735657,-74.1723667,EWR,NEWARK INTERNATIONAL,Incident,Minor,N13624,Boeing,737,SCHD,,0,0,288,VMC,TAXI
SEA98IA027,12/25/1997,"EUGENE, OR",United States,44.0520691,-123.0867536,EUG,MAHLON SWEET FIELD,Incident,,N918UA,Boeing,737,SCHD,,0,0,105,VMC,STANDING
FTW98RA401,09/16/1998,"GUADALAJARA, Mexico",Mexico,20.6596988,-103.3496092,,,Non-Fatal,Substantial,N20643,Boeing,737,SCHD,,0,0,108,VMC,
MIA98IA193,07/07/1998,"BIRMINGHAM, AL",United States,33.5185892,-86.8103567,,,Incident,Minor,N701GS,Boeing,737,SCHD,,0,0,96,VMC,DESCENT
DCA98WA062,06/27/1998,"MUNICH, Germany",Germany,48.1351253,11.5819805,,,Incident,,,Boeing,737,SCHD,,0,0,,UNK,
OPS11IA101A,11/11/2010,"66 NM East of Hobe Sound, FL",United States,27.059498,-80.1364323,,,Incident,,,Boeing,737,SCHD,,0,0,,VMC,
DCA98MA015,12/28/1997,PACIFIC OCEAN,,-8.783195,-124.508523,,,Fatal(1),Minor,N4723U,Boeing,747,SCHD,,1,18,203,VMC,CRUISE
LAX96LA035,11/01/1995,PACIFIC OCEAN,,-8.783195,-124.508523,,,Non-Fatal,,N4714U,Boeing,747,SCHD,,0,1,300,VMC,CRUISE
DCA96MA070,07/17/1996,"EAST MORICHES, NY",United States,40.8050989,-72.7609336,,,Fatal(230),Destroyed,N93119,Boeing,747,SCHD,,230,0,0,VMC,CLIMB
CHI95IA095,02/25/1995,"CHICAGO, IL",United States,41.8781136,-87.6297982,ORD,CHICAGO O'HARE INT'L,Incident,,GAWNM,Boeing,747,SCHD,,0,0,357,VMC,CLIMB
DCA00WA058,06/12/2000,"ENGLISH CHANNEL, United Kingdom",United Kingdom,50.134664,-0.357056,,,Incident,Minor,,Boeing,747,SCHD,,0,0,,UNK,
DCA00WA049,05/12/2000,", Ireland",Ireland,53.1423672,-7.6920536,,,Incident,,N520UP,Boeing,747,NSCH,,0,0,,UNK,
DCA99WA039,02/08/1999,"AMSTERDAM, Netherlands",Netherlands,52.3675734,4.9041389,,,Incident,Minor,,Boeing,747,SCHD,,0,0,3,UNK,
DCA00RA017,12/22/1999,"STANSTED, United Kingdom",United Kingdom,51.33635,0.30768,,,Fatal(4),Destroyed,,Boeing,747,NSCH,,4,0,0,IMC,
DCA99WA047,03/05/1999,"MADRAS, India",India,13.0826802,80.2707184,,,Non-Fatal,Destroyed,,Boeing,747,SCHD,,0,0,2,UNK,
DCA98WA087,09/11/1998,"PARIS, France",France,48.856614,2.3522219,,,Incident,Minor,,Boeing,747,SCHD,,0,0,4,UNK,
NYC00LA085,02/27/2000,"PROVIDENCE, RI",United States,41.8239891,-71.4128343,,,Non-Fatal,,GBDXL,Boeing,747,SCHD,,0,1,371,IMC,DESCENT
SEA99IA032,01/20/1999,PACIFIC OCEAN,,-8.783195,-124.508523,,,Incident,Minor,N14024,Boeing,747,SCHD,,0,0,340,VMC,CRUISE
LAX96IA087,01/05/1996,"LOS ANGELES, CA",United States,34.0522342,-118.2436849,,,Incident,Minor,N628US,Boeing,747,SCHD,,0,0,385,VMC,CLIMB
ANC01IA007,10/15/2000,"ANCHORAGE, AK",United States,61.2180556,-149.9002778,PANC,ANCHORAGE INTERNATIONAL,Incident,Minor,N629US,Boeing,747,NSCH,,0,0,3,VMC,TAKEOFF
ANC99LA099,07/29/1999,"ANCHORAGE, AK",United States,61.2180556,-149.9002778,,,Non-Fatal,Substantial,N707CK,Boeing,747,NSCH,,0,0,5,VMC,CLIMB
DCA00WA074,07/23/2000,"MONTREAL, Canada",Canada,45.5016889,-73.567256,,,Incident,Minor,,Boeing,747,SCHD,,0,0,,IMC,
DCA97MA058,08/06/1997,"NIMITZ HILL, GU",United States,13.4625,144.730556,KGUM,AGANA INTERNATIONAL AIRPO,Fatal(228),Destroyed,H7468,Boeing,747,SCHD,,228,26,,IMC,APPROACH
DCA99WA086,09/23/1999,"BANGKOK, Thailand",Thailand,13.7563309,100.5017651,,,Unavailable,Substantial,,Boeing,747,SCHD,,0,0,,IMC,
DCA99WA014,11/28/1998,"LONDON, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Incident,Minor,,Boeing,747,UNK,,0,0,,UNK,
DCA98WA079,08/05/1998,"SEOUL, Korea, Republic Of","Korea, Republic Of",37.566535,126.9779692,,,Unavailable,Substantial,,Boeing,747,UNK,,0,0,,IMC,
DCA98WA076,07/31/1998,"COLOGNE, Germany",Germany,50.937531,6.9602786,,,Incident,Minor,N671UP,Boeing,747,NSCH,,0,0,0,UNK,
DCA97WA047A,05/14/1997,"LONDON, United Kingdom",United Kingdom,51.5073509,-0.1277583,,HEATHROW INTERNATIONAL,Non-Fatal,Minor,,Boeing,747,SCHD,,0,0,573,VMC,
ANC97LA056,04/12/1997,"ANCHORAGE, AK",United States,61.2180556,-149.9002778,ANC,ANCHORAGE INTERNATIONAL,Non-Fatal,Substantial,VRHUK,Boeing,747,NSCH,,0,0,4,VMC,APPROACH
ANC01IA022,12/12/2000,"PORT HEIDEN, AK",United States,56.9491667,-158.6269444,,,Incident,Minor,N119UA,Boeing,747,SCHD,,0,0,386,VMC,CRUISE
LAX96LA013,10/17/1995,PACIFIC OCEAN,,-8.783195,-124.508523,,,Non-Fatal,,N191UA,Boeing,747,SCHD,,0,1,331,VMC,CRUISE
LAX99FA218B,06/06/1999,"LOS ANGELES, CA",United States,33.938611,-118.408889,LAX,Los Angeles International,Non-Fatal,Substantial,F-GTOM,Boeing,747,SCHD,,0,0,699,VMC,STANDING
DCA00WA059,06/07/2000,"FRANKFURT, Germany",Germany,50.1109221,8.6821267,,,Incident,Minor,,Boeing,747,SCHD,,0,0,,UNK,
DCA99WA077,09/02/1999,"TAIPEI, Taiwan",Taiwan,25.0329694,121.5654177,,,Incident,Substantial,,Boeing,747,SCHD,,0,0,3,UNK,
DCA99RA001,10/05/1998,"MOPZAMBIQUE, Mozambique",Mozambique,-18.665695,35.529562,,,Non-Fatal,Substantial,,Boeing,747,SCHD,,0,0,3,UNK,
DCA01WA004,11/15/2000,"COPENHAGEN, Denmark",Denmark,55.6760968,12.5683372,,,Incident,Minor,,Boeing,757,NSCH,,0,0,97,UNK,
DCA98WA024,02/17/1998,"BRUSSELS, Belgium",Belgium,50.8503396,4.3517103,,,Incident,Minor,,Boeing,757,SCHD,,0,0,2,UNK,
MIA98WA048,01/01/1998,"PUERTO PLATA, Dominican Republic",Dominican Republic,19.7807686,-70.6871091,,,Non-Fatal,Substantial,,Boeing,757,NSCH,,0,0,213,VMC,
MIA97WA226,08/02/1997,"LIMA, Peru",Peru,-12.0463731,-77.042754,,,Fatal(1),,N12114,Boeing,757,SCHD,,1,0,149,UNK,
IAD96LA058,04/07/1996,ATLANTIC OCEAN,,-14.5994134,-28.6731465,,,Non-Fatal,,N653A,Boeing,757,SCHD,,0,1,193,UNK,CRUISE
DCA96RA030,02/06/1996,"PUERTO PLATA, Dominican Republic",Dominican Republic,19.7807686,-70.6871091,,,Fatal(189),Destroyed,,Boeing,757,NSCH,,189,0,0,VMC,
CHI00IA018,10/28/1999,"CHICAGO, IL",United States,41.8781136,-87.6297982,,,Incident,,N575UA,Boeing,757,SCHD,,0,0,68,VMC,CRUISE
DEN99LA037,02/07/1999,"CLIMAX, CO",United States,39.3014455,-106.2623485,,,Non-Fatal,,N586UA,Boeing,757,SCHD,,0,1,28,VMC,CRUISE
FTW98IA019,10/16/1997,"SEATTLE, WA",United States,47.6062095,-122.3320708,,,Incident,Minor,N581UA,Boeing,757,SCHD,,0,0,196,VMC,CLIMB
ANC96LA026B,02/20/1996,"FAIRBANKS, AK",United States,64.8377778,-147.7163888,FAI,FAIRBANKS INTERNATIONAL,Non-Fatal,Substantial,N524UA,Boeing,757,SCHD,,0,0,91,VMC,STANDING
MIA98WA251,09/20/1998,"LA PAZ, Bolivia",Bolivia,-16.489689,-68.1192936,,,Non-Fatal,Substantial,N650AA,Boeing,757,SCHD,,0,0,162,IMC,
FTW97IA261,07/10/1997,"DICKINSON, ND",United States,46.8791756,-102.7896242,,,Incident,Minor,N660AM,Boeing,757,SCHD,,0,0,133,VMC,CRUISE
LAX00FA097,02/12/2000,"SAN SALVADOR, El Salvador",El Salvador,13.6929403,-89.2181911,MSLP,El Salvador International,Non-Fatal,Substantial,N671DN,Boeing,757,SCHD,,0,0,161,VMC,LANDING
LAX99FA207,06/02/1999,"PHOENIX, AZ",United States,33.4483771,-112.0740373,PHX,PHOENIX SKY HARBOR INTL.,Non-Fatal,Substantial,N656DL,Boeing,757,SCHD,,0,0,127,VMC,LANDING
ATL97IA035,01/31/1997,"ATLANTA, GA",United States,33.7489954,-84.3879824,ATL,HARTSFIELD INTERNATIONAL,Incident,Minor,N611DL,Boeing,757,SCHD,,0,0,168,VMC,CLIMB
ENG09WA006,05/01/2009,"Guayaquil, Ecuador",Ecuador,-2.1894128,-79.8890662,GYE,Simon Bolivar International,Incident,,,Boeing,757,,,0,0,,,
FTW98LA243,05/24/1998,"WICHITA, KS",United States,37.6871761,-97.330053,,,Non-Fatal,,N619AU,Boeing,757,SCHD,,0,1,121,VMC,CRUISE
LAX00LA072,01/11/2000,"LAS VEGAS, NV",United States,36.1699412,-115.1398296,,,Non-Fatal,,N909AW,Boeing,757,SCHD,,0,1,42,VMC,CRUISE
DCA98WA057,06/22/1998,"LARNACA, Cyprus",Cyprus,34.9002535,33.6231723,,,Incident,Minor,,Boeing,757,UNK,,0,0,217,VMC,
NYC00IA036,11/20/1999,"JAMAICA, NY",United States,40.702677,-73.7889689,JFK,JOHN F KENNEDY INTL,Incident,,N610UA,Boeing,767,SCHD,,0,0,179,VMC,APPROACH
CHI00IA152,06/07/2000,"LAFAYETTE, IN",United States,40.4167022,-86.8752869,,,Incident,,N603UA,Boeing,767,SCHD,,0,0,165,VMC,CRUISE
CHI95LA188,06/20/1995,"CHAMPAGNE, IL",United States,40.1164204,-88.2433829,,,Non-Fatal,,N606UA,Boeing,767,SCHD,,0,4,144,VMC,CRUISE
DEN00IA023,12/06/1999,"SALT LAKE CITY, UT",United States,40.7607793,-111.8910474,,,Incident,Minor,N111DN,Boeing,767,SCHD,,0,0,85,VMC,TAKEOFF
FTW97IA144,03/27/1997,"DFW AIRPORT, TX",United States,32.8998091,-97.0403352,DFW,DALLAS-FT. WORTH INTL,Incident,Minor,N105DA,Boeing,767,SCHD,,0,0,198,VMC,APPROACH
IAD96IA048,02/20/1996,"PITTSBURGH, PA",United States,40.4406248,-79.9958864,,,Incident,,N656US,Boeing,767,SCHD,,0,0,140,VMC,APPROACH
DCA99WA031,01/15/1999,"LONDON, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Non-Fatal,Substantial,N373AA,Boeing,767,SCHD,,0,0,91,UNK,
ATL97WA079,06/03/1997,"ASUNCION, Paraguay",Paraguay,-25.2637399,-57.575926,,,Non-Fatal,,N651UA,Boeing,767,SCHD,,0,1,122,UNK,
NYC97FA098,05/22/1997,"NEWARK, NJ",United States,40.735657,-74.1723667,EWR,NEWARK INTERNATIONAL,Non-Fatal,Substantial,IDEIL,Boeing,767,SCHD,,0,0,168,VMC,LANDING
LAX97LA112,02/25/1997,"SAN FRANCISCO, CA",United States,37.7749295,-122.4194155,,,Non-Fatal,,N661UA,Boeing,767,SCHD,,0,1,109,VMC,DESCENT
LAX99WA026,11/25/1998,"LAS VEGAS, NV",United States,36.1699412,-115.1398296,,,Non-Fatal,Substantial,,Boeing,767,NSCH,,0,0,329,VMC,
DCA98WA046,04/04/1998,"KEFLAVIK, Iceland",Iceland,63.9997549,-22.5582716,,,Incident,Minor,,Boeing,767,UNK,,0,0,,UNK,
DCA98RA016,01/09/1998,"LONDON, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Non-Fatal,Minor,N653UA,Boeing,767,SCHD,,0,1,87,UNK,
ATL99WA004,10/04/1998,"SAO PAULO, Brazil",Brazil,-23.5505199,-46.6333094,SBGR,SAO PAULO INTERNATIOAL,Non-Fatal,,N1200K,Boeing,767,SCHD,,0,1,145,VMC,
SEA01LA014,11/04/2000,"PORTLAND, OR",United States,45.5051064,-122.6750261,,,Non-Fatal,,N173DZ,Boeing,767,SCHD,,0,1,180,VMC,DESCENT
DCA00MA006,10/31/1999,ATLANTIC OCEAN,,-14.5994134,-28.6731465,,,Fatal(217),Destroyed,SUGAP,Boeing,767,SCHD,,217,0,,VMC,
DCA00WA007,11/05/1999,"LONDON, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Non-Fatal,Substantial,N784UA,Boeing,777,SCHD,,0,0,274,UNK,
CHI00WA045,12/13/1999,"LONDON, United Kingdom",United Kingdom,51.5073509,-0.1277583,,,Non-Fatal,,N786UA,Boeing,777,SCHD,,0,1,185,IMC,
MIA99WA029,11/11/1998,"CONCEPCION, Bolivia",Bolivia,-16.131343,-62.0399534,,,Non-Fatal,,N784UA,Boeing,777,SCHD,,0,1,227,UNK,
CHI00IA125,04/25/2000,"CHICAGO, IL",United States,41.8781136,-87.6297982,ORD,O'HARE INTERNATIONAL,Incident,,N779AN,Boeing,777,SCHD,,0,0,167,VMC,TAKEOFF
DCA00WA025,02/12/2000,"LUANDA, Angola",Angola,-8.8146556,13.2301756,,,Non-Fatal,Destroyed,,Boeing,727,NSCH,,0,0,7,IMC,
CHI97IA205,07/09/1997,"INDIANAPOLIS, IN",United States,39.768403,-86.158068,IND,INDIANAPOLIS INTL,Incident,Minor,N770AT,Boeing,727,NSCH,,0,0,11,IMC,STANDING
DCA96RA014,12/03/1995,"DOUALA, Cameroon",Cameroon,4.0510564,9.7678687,,,Fatal(72),Destroyed,,Boeing,737,SCHD,,72,5,0,VMC,
DCA98WA048,05/29/1998,"BOMBAY, India",India,19.0759837,72.8776559,,,Unavailable,Substantial,,Boeing,737,SCHD,,0,0,,UNK,
DCA96IA005,10/29/1995,"SAN FRANCISCO, CA",United States,37.7749295,-122.4194155,,,Incident,,N904UA,Boeing,737,,,0,0,3,IMC,GO-AROUND
DCA00RA089,09/05/2000,"JAKARTA, Indonesia",Indonesia,-6.2087634,106.845599,,,Unavailable,Substantial,,Boeing,747,UNK,,0,0,0,UNK,
CHI00IA248B,08/06/2000,"CHICAGO, IL",United States,41.8781136,-87.6297982,ORD,O'HARE INTERNATIONAL,Incident,,N119UA,Boeing,747,SCHD,,0,0,363,VMC,TAKEOFF
FTW96LA157,03/23/1996,"TAOS, NM",United States,36.4072134,-105.5733788,,,Non-Fatal,,N503UA,Boeing,757,SCHD,,0,1,140,VMC,CRUISE
DCA97RA001,10/02/1996,"LIMA, Peru",Peru,-12.0463731,-77.042754,,,Fatal(70),Destroyed,N52AW,Boeing,757,SCHD,,70,0,0,IMC,
FTW96RA039,11/07/1995,"PANAMA CITY, Panama",Panama,8.9823792,-79.5198696,,,Incident,Minor,N79750,Boeing,727,SCHD,,0,0,10,UNK,
DCA00RA065,06/13/2000,"RIO DE JANERO, Brazil",Brazil,-22.9068467,-43.1728965,,,Non-Fatal,Substantial,,Boeing,737,SCHD,,0,0,85,UNK,
DCA00WA029,02/27/2000,"PORTO ALEGRE, Brazil",Brazil,-30.0346471,-51.2176584,,,Non-Fatal,Substantial,,Boeing,737,SCHD,,0,0,123,IMC,
DCA00WA031,03/26/2000,"JEDDAH, Saudi Arabia",Saudi Arabia,21.485811,39.1925048,,,Incident,Substantial,,Boeing,747,NSCH,,0,0,16,UNK,
DCA96RA020,12/20/1995,"BUGA, Colombia",Colombia,3.8946048,-76.3055772,,,Fatal(160),Destroyed,N651AA,Boeing,757,SCHD,,160,4,0,VMC,
DCA97WA047B,05/14/1997,"LONDON, United Kingdom",United Kingdom,51.5073509,-0.1277583,,HEATHROW INTERNATIONAL,Non-Fatal,Substantial,N770UA,Boeing,777,SCHD,,0,0,573,VMC,
DCA99WA081,03/20/1999,"GENEVA, Switzerland",Switzerland,46.2043907,6.1431577,,,Incident,Minor,,McDonnell Douglas,MD-80,SCHD,,0,0,2,UNK,
DCA10RA010,10/21/2009,"Sharjah, United Arab Emirates",United Arab Emirates,25.3461728,55.4210705,SHJ,Sharjah International Airport,Fatal(6),Destroyed,,Boeing,707,NSCH,,6,0,,,
DCA02WA048,07/04/2002,"Bangui, Central African Republic",Central African Republic,4.3946735,18.5581899,,,Fatal(23),Destroyed,,Boeing,707,NSCH,,23,2,,VMC,
DCA01WA029,03/07/2001,"Sao Paulo, Brazil",Brazil,-23.5505199,-46.6333094,,,Non-Fatal,Substantial,,Boeing,707,NSCH,,0,0,3,,
ENG03RA003,11/24/2002,"Hobart,Tasmania, Australia",Australia,-42.8826055,147.3257197,,,Incident,,,Boeing,717,SCHD,,0,0,,,
DCA13WA069,03/05/2013,"Porto Velho, Brazil",Brazil,-8.7611933,-63.9004398,SBPV,Porto Velho,Incident,,,Boeing,727,SCHD,,0,0,3,,LANDING
DCA11WA085,07/16/2011,"St. John's, Canada",Canada,47.5615096,-52.7125768,,,Incident,Minor,,Boeing,727,SCHD,,0,0,3,,
DCA11RA080,07/08/2011,"Kisangani, Congo",Congo,0.5185303,25.2007728,,,Fatal(77),Substantial,,Boeing,727,SCHD,,77,0,35,,
DCA11WA069,01/09/2011,"Urmia, Iran",Iran,37.5498061,45.0786282,OITR,Orumiyeh Airport,Unavailable,Destroyed,,Boeing,727,SCHD,,0,0,,,GO-AROUND
DCA10WA040,02/21/2010,"Torino, Italy",Italy,45.0703393,7.686864,LIMF,Turin International Airport,Incident,,,Boeing,727,SCHD,,0,0,239,,
DCA10WA028,12/17/2009,"Manaus, Brazil",Brazil,-3.1190275,-60.0217314,SBEG,"Manaus, Brazil",Non-Fatal,Minor,,Boeing,727,SCHD,,0,0,3,,
DCA16RA108,03/19/2016,"Rostov-on-Don, Russia",Russia,47.2357137,39.701505,,Rostov-on-Don Airport,Fatal(62),Destroyed,,Boeing,737,SCHD,,62,0,,,GO-AROUND
DCA16WA095,01/16/2016,"Kiev, Ukraine",Ukraine,50.4501,30.5234,,Zhuliany,Incident,Minor,,Boeing,737,SCHD,,0,0,,IMC,LANDING
DCA16WA079,01/07/2016,"Gran Canaria, Spain",Spain,27.9202202,-15.5474373,GCLP,Gran Canaria Intl Airport,Incident,,,Boeing,737,,,0,0,,,TAKEOFF
DCA16WA042,01/07/2016,"Cluj-Napoca, Romania",Romania,46.7712101,23.6236353,LRCL,Cluj-Napoca International,Incident,,,Boeing,737,,,0,0,116,,LANDING
DCA16WA029,12/06/2015,"Singapore, Singapore",Singapore,1.352083,103.819836,,,Incident,Minor,,Boeing,737,,,0,0,,,
DCA16WA072,12/03/2015,"Portela, Portugal",Portugal,38.7838132,-9.1114244,LPPT,Portela Airport,Incident,,,Boeing,737,,,0,0,180,,
DCA16WA025,11/26/2015,"Mexico City, Mexico",Mexico,19.4326077,-99.133208,,Mexico City,Unavailable,Substantial,,Boeing,737,,,0,0,,,LANDING
DCA16WA024,11/22/2015,"Osh, Kyrgyzstan",Kyrgyzstan,40.608889,72.793055,UCFO,Osh Airport,Non-Fatal,Substantial,,Boeing,737,,,0,0,160,IMC,LANDING
DCA16WA020,11/03/2015,"Lahore, Pakistan",Pakistan,31.5203696,74.3587473,OPLA,Allama Iqbal Intl Airport,Non-Fatal,Substantial,,Boeing,737,,,0,0,121,,LANDING
DCA16WA016,11/02/2015,"Nicosia, Cyprus",Cyprus,35.1855659,33.3822764,,,Incident,Minor,,Boeing,737,,,0,0,185,,LANDING
DCA16WA007,10/20/2015,"Paderborn, Germany",Germany,51.7189205,8.7575093,,,Incident,Minor,,Boeing,737,,,0,0,,,LANDING
DCA15WA197,09/14/2015,"Frankfort, Germany",Germany,50.1109221,8.6821267,,,Incident,,,Boeing,737,,,0,0,188,,CRUISE
DCA15WA202,08/18/2015,"Trivandrum, India",India,8.5241391,76.9366376,,,Incident,,,Boeing,737,,,0,0,,,LANDING
DCA15WA209,07/23/2015,"Monterrey, Mexico",Mexico,25.6866142,-100.3161126,MMMY,Mariano Escobedo International,Incident,,,Boeing,737,,,0,0,139,,TAKEOFF
ENG15WA036,07/16/2015,"Quetta, Pakistan",Pakistan,30.24,66.94,OPQT,Quetta International Airport,Incident,Minor,,Boeing,737,,,0,0,,UNK,LANDING
DCA15WA147,06/30/2015,"Tanegashima, Japan",Japan,30.609558,130.9788775,,,Incident,Minor,,Boeing,737,,,0,0,,,
DCA15WA210,06/12/2015,"Nauru, Nauru",Nauru,-0.522778,166.931503,,Kosrae,Incident,,,Boeing,737,SCHD,,0,0,,,APPROACH
DCA15WA103,03/25/2015,"Tarapoto, Peru",Peru,-6.4824784,-76.3726891,,,Incident,,,Boeing,737,,,0,0,,,APPROACH
DCA14WA180,09/18/2014,"Eelde, Netherlands",Netherlands,53.1331083,6.564273,,,Incident,,,Boeing,737,,,0,0,,,
DCA15WA014,08/20/2014,"Hat Yai, Thailand",Thailand,7.0086472,100.4746879,,,Incident,,,Boeing,737,,,0,0,,,
DCA14WA059,01/15/2014,"Grand Cayman, Cayman Islands",Cayman Islands,19.3221698,-81.2408689,,,Incident,,,Boeing,737,,,0,0,,,LANDING
DCA14WA010A,11/07/2013,"Buenas Aires, Argentina",Argentina,-34.558889,-58.416389,,,Incident,Minor,,Boeing,737,,,0,0,175,,
ENG13WA042,08/30/2013,"Auckland, New Zealand",New Zealand,-36.8508827,174.7644881,,,Incident,,,Boeing,737,,,0,0,,,
DCA13RA074,04/13/2013,"Denpasar, Indonesia",Indonesia,-8.6704582,115.2126293,WADD,Ngurah Rai Bali Intrnl Airport,Non-Fatal,Substantial,,Boeing,737,SCHD,,0,0,88,,
DCA13WA098,04/05/2013,"Padang, Indonesia",Indonesia,-0.9470832,100.417181,,,Unavailable,Substantial,,Boeing,737,SCHD,,0,0,,,
DCA13WA093,03/27/2013,"Valencian, Spain",Spain,39.4699075,-0.3762881,,,Incident,Minor,,Boeing,737,SCHD,,0,0,176,,
DCA13WA067,03/12/2013,"Katowice, Poland",Poland,50.2648919,19.0237815,,,Incident,,,Boeing,737,SCHD,,0,0,185,,
DCA13WA167,03/08/2013,"Quetta, Pakistan",Pakistan,30.1798398,66.9749731,,,Incident,Minor,,Boeing,737,,,0,0,,,
DCA13WA064,03/06/2013,"Keflavik, Iceland",Iceland,63.9997549,-22.5582716,,Keflavik,Incident,Minor,,Boeing,737,SCHD,,0,0,,,TAKEOFF
DCA13WA068,03/02/2013,"Graz, Austria",Austria,47.070714,15.439504,,,Incident,,,Boeing,737,SCHD,,0,0,63,,
DCA13WA070,02/25/2013,"Brisbane, Australia",Australia,-27.4704528,153.0260341,,Brisbane,Incident,,,Boeing,737,SCHD,,0,0,,,
DCA13WA053,02/11/2013,"Muscat, Oman",Oman,23.5880307,58.3828717,,,Non-Fatal,Minor,,Boeing,737,SCHD,,0,0,107,,
DCA13WA059,02/05/2013,"Sao luis, Brazil",Brazil,-2.5299669,-44.2567292,,,Incident,,,Boeing,737,SCHD,,0,0,52,,
DCA13WA054,02/03/2013,"Seoul, Korea, Republic Of","Korea, Republic Of",37.566535,126.9779692,,Gimpo,Incident,Minor,,Boeing,737,SCHD,,0,0,193,,LANDING
DCA13WA042,01/23/2013,"Genoa, Italy",Italy,44.4056499,8.946256,,,Incident,,,Boeing,737,SCHD,,0,0,97,,
DCA13WA061,01/04/2013,"Launceston, Australia",Australia,-41.439068,147.1357671,,,Incident,,,Boeing,737,SCHD,,0,0,,,
DCA13WA033,12/08/2012,"Shonai, Japan",Japan,38.8498797,139.9048849,,,Incident,,,Boeing,737,SCHD,,0,0,167,,
DCA13WA032,12/04/2012,"Perth, Australia",Australia,-31.9523123,115.861309,,,Incident,,,Boeing,737,SCHD,,0,0,,,
DCA13WA031,11/24/2012,"Bogota, Colombia",Colombia,4.7109886,-74.072092,,,Incident,,,Boeing,737,SCHD,,0,0,116,,
DCA13WA029,11/01/2012,"Pontianak, Indonesia",Indonesia,-0.0263303,109.3425039,,,Incident,Minor,,Boeing,737,SCHD,,0,0,,,LANDING
DCA13WA023,10/24/2012,"Casablanca, Morocco",Morocco,33.5731104,-7.5898434,,Casablanca,Incident,Minor,,Boeing,737,SCHD,,0,0,,,
DCA13WA015,10/24/2012,"Brasilia, Brazil",Brazil,-15.826691,-47.9218204,,,Incident,,,Boeing,737,,,0,0,78,,
DCA13WA011A,10/20/2012,"Riga, Latvia",Latvia,56.591111,23.843055,,,Incident,,,Boeing,737,SCHD,,0,0,,,
DCA13WA007,10/19/2012,"Pontianak, Indonesia",Indonesia,-0.0263303,109.3425039,WIOO,Pontianak,Non-Fatal,Minor,,Boeing,737,SCHD,,0,0,160,IMC,
DCA13WA005,10/19/2012,"Glasgow, United Kingdom",United Kingdom,55.864237,-4.251806,,,Incident,Minor,,Boeing,737,SCHD,,0,0,189,,
DCA13WA012,10/17/2012,"Canberra, Australia",Australia,-35.2809368,149.1300092,,,Incident,,,Boeing,737,,,0,0,,,
